PID,Title,PVID,Venue_Name,RelationshipType
1270,"Requirements, configuration management and traceability for safety critical software",1,IEEE Conferences,PublishedIn
1271,Requirement tracking: a streamlined approach,1,IEEE Conferences,PublishedIn
1272,Ontology as a requirements engineering product,1,IEEE Conferences,PublishedIn
1273,Scenario-based requirements engineering,1,IEEE Conferences,PublishedIn
1274,QFD for customer-focused requirements engineering,1,IEEE Conferences,PublishedIn
1275,Marketing meets requirements engineering,1,IEEE Conferences,PublishedIn
1276,Requirements engineering in practice: making the business case for requirements engineering,1,IEEE Conferences,PublishedIn
1277,NIMBUS: a tool for specification centered development,1,IEEE Conferences,PublishedIn
1278,FAUST: formal analysis using specification tools,1,IEEE Conferences,PublishedIn
1279,SMaRT - scenario management and requirements tool,1,IEEE Conferences,PublishedIn
1280,Relating practitioner needs to research activities,1,IEEE Conferences,PublishedIn
1281,"Contrasting use case, goal, and scenario analysis of the Euronet system",1,IEEE Conferences,PublishedIn
1282,Trade-off analysis between security policies for Java mobile codes and requirements for Java application,1,IEEE Conferences,PublishedIn
1283,Bringing usability to the early stages of software development,1,IEEE Conferences,PublishedIn
1284,Goal-oriented idea generation method for requirements elicitation,1,IEEE Conferences,PublishedIn
1285,Software requirements for architectured systems,1,IEEE Conferences,PublishedIn
1286,Market driven requirements elicitation via critical success chains,1,IEEE Conferences,PublishedIn
1287,Integrating RE methods to support use case based requirements specification,1,IEEE Conferences,PublishedIn
1288,Introducing abuse frames for analysing security requirements,1,IEEE Conferences,PublishedIn
1289,An approach to visualise and reconcile use case descriptions from multiple viewpoints,1,IEEE Conferences,PublishedIn
1290,Media-assisted product and process requirements traceability in supply chains,1,IEEE Conferences,PublishedIn
1291,Scenarios and design cognition,1,IEEE Conferences,PublishedIn
1292,"Requirements, architectures and risks",1,IEEE Conferences,PublishedIn
1293,Risk management in challenging business software projects,1,IEEE Conferences,PublishedIn
1294,AGORA: attributed goal-oriented requirements analysis method,1,IEEE Conferences,PublishedIn
1295,Analyzing Website privacy requirements using a privacy goal taxonomy,1,IEEE Conferences,PublishedIn
1296,Deriving use cases from organizational modeling,1,IEEE Conferences,PublishedIn
1297,Introducing requirements engineering: how to make a cultural change happen in practice,1,IEEE Conferences,PublishedIn
1298,Improving the requirements engineering process for an electronic clearinghouse,1,IEEE Conferences,PublishedIn
1299,Initial industrial experience of misuse cases in trade-off analysis,1,IEEE Conferences,PublishedIn
1300,On the use of visualization in formal requirements specification,1,IEEE Conferences,PublishedIn
1301,Visual requirements validation: case study in a CORBA-supported environment,1,IEEE Conferences,PublishedIn
1302,Managing (requirements) evolutions of high assurance systems,1,IEEE Conferences,PublishedIn
1303,Model based requirements engineering for embedded software,1,IEEE Conferences,PublishedIn
1304,Legal requirements reuse: a critical success factor for requirements quality and personal data protection,1,IEEE Conferences,PublishedIn
1305,A quality-model-based approach for describing and evaluating software packages,1,IEEE Conferences,PublishedIn
1306,Multi-faceted requirements modeling,1,IEEE Conferences,PublishedIn
1307,Requirements management in a product line scenario,1,IEEE Conferences,PublishedIn
1308,Product management assessment-a new approach to optimize the early phases,1,IEEE Conferences,PublishedIn
1309,Relating software requirements and architectures using problem frames,1,IEEE Conferences,PublishedIn
1310,Are their design specifications consistent with our requirements?,1,IEEE Conferences,PublishedIn
1311,Application of linguistic techniques for Use Case analysis,1,IEEE Conferences,PublishedIn
1312,Supporting requirements verification using XSLT,1,IEEE Conferences,PublishedIn
1313,Reuse of scenario specifications using an automated relational learner: a lightweight approach,1,IEEE Conferences,PublishedIn
1314,Validating functional system requirements with scenarios,1,IEEE Conferences,PublishedIn
1315,REDEST - 14 best practice SME experiments with innovative requirements gathering techniques,1,IEEE Conferences,PublishedIn
1316,Tool-based risk management made practical,1,IEEE Conferences,PublishedIn
1317,The Reference Point Method: requirements-based ICT convergence solution development,1,IEEE Conferences,PublishedIn
1318,Requirements engineering: how do you know how good you are?,1,IEEE Conferences,PublishedIn
1319,Early aspects: a model for aspect-oriented requirements engineering,1,IEEE Conferences,PublishedIn
1320,Security requirements engineering: when anti-requirements hit the fan,1,IEEE Conferences,PublishedIn
1321,Requirements interdependencies and stakeholders preferences,1,IEEE Conferences,PublishedIn
1322,Ambiguity and what to do about it [requirements engineering],1,IEEE Conferences,PublishedIn
1323,A process model for distributed development of networked mechatronic components in motor vehicles,1,IEEE Conferences,PublishedIn
1324,Analysis beyond UML,1,IEEE Conferences,PublishedIn
1325,The product line mapping approach to defining and structuring product portfolios,1,IEEE Conferences,PublishedIn
1326,Integrating ECUs in vehicles - requirements engineering in series development,1,IEEE Conferences,PublishedIn
1327,Efficient and systematic software evolution through domain analysis,1,IEEE Conferences,PublishedIn
1328,Exploring the relationship between project selection and requirements analysis: an empirical study of the new millennium program,1,IEEE Conferences,PublishedIn
1329,Using maturity assessments to understand the ERP requirements engineering process,1,IEEE Conferences,PublishedIn
1330,Converging on the optimal attainment of requirements,1,IEEE Conferences,PublishedIn
1331,Systematic requirements recycling through abstraction and traceability,1,IEEE Conferences,PublishedIn
1332,An analysis-revision cycle to evolve requirements specifications by using the SCTL-MUS methodology,1,IEEE Conferences,PublishedIn
1333,Automating speculative queries through event-based requirements traceability,1,IEEE Conferences,PublishedIn
1334,"Requirements engineering with GRAIL/KAOS: tell the requirements, all the requirements, and nothing else but the requirements",1,IEEE Conferences,PublishedIn
1335,Requirements engineering-applying theory to reality,1,IEEE Conferences,PublishedIn
1336,Extreme programming modified: embrace requirements engineering practices,1,IEEE Conferences,PublishedIn
1337,Effectiveness of elicitation techniques in distributed requirements engineering,1,IEEE Conferences,PublishedIn
1338,The impact of stakeholders' geographical distribution on managing requirements in a multi-site organization,1,IEEE Conferences,PublishedIn
1339,Requirements engineering in automotive development-experiences and challenges,1,IEEE Conferences,PublishedIn
1340,Managing product requirements for medical IT products,1,IEEE Conferences,PublishedIn
1341,Requirements engineering in the health care domain,1,IEEE Conferences,PublishedIn
1342,Requirements patterns for embedded systems,1,IEEE Conferences,PublishedIn
1343,Proceedings Fourth International Conference on Requirements Engineering. ICRE 2000. (Cat. No.98TB100219),1,IEEE Conferences,PublishedIn
1344,Requirements-related risks in critical systems,1,IEEE Conferences,PublishedIn
1345,Process modeling for object oriented analysis using BORM Object Behavioral Analysis,1,IEEE Conferences,PublishedIn
1346,On the challenges of business modeling in large-scale reengineering projects,1,IEEE Conferences,PublishedIn
1347,A process framework for requirements analysis and specification,1,IEEE Conferences,PublishedIn
1348,A framework for multi-notation requirements specification and analysis,1,IEEE Conferences,PublishedIn
1349,A lightweight approach to consistency of scenarios and class models,1,IEEE Conferences,PublishedIn
1350,Z specifications meet Mathematica for exploratory prototyping,1,IEEE Conferences,PublishedIn
1351,Patterns and aspects for use cases: reuse techniques for use case descriptions,1,IEEE Conferences,PublishedIn
1352,The requirement set,1,IEEE Conferences,PublishedIn
1353,Why is it so difficult to introduce requirements engineering research results into mainstream requirements engineering practice?,1,IEEE Conferences,PublishedIn
1354,Why is it so easy to introduce requirements engineering technology transfer panels into mainstream practice?,1,IEEE Conferences,PublishedIn
1355,Transferring research results in requirements to practice: obstacles and incentives,1,IEEE Conferences,PublishedIn
1356,Is there a gap between RE research and RE practice ?,1,IEEE Conferences,PublishedIn
1357,Why is it so difficult to introduce requirements engineering research results into mainstream requirements engineering practice?,1,IEEE Conferences,PublishedIn
1358,Obstacles and incentives in introducing re research results into RE practice,1,IEEE Conferences,PublishedIn
1359,Requirements documentation: why a formal basis is essential,1,IEEE Conferences,PublishedIn
1360,Prioritising scenario evolution,1,IEEE Conferences,PublishedIn
1361,Scenario evolution: a closer view on relationships,1,IEEE Conferences,PublishedIn
1362,Enhancing requirements and change management through process modelling and measurement,1,IEEE Conferences,PublishedIn
1363,Scalable mechanisms for requirements interaction management,1,IEEE Conferences,PublishedIn
1364,Essential and incidental complexity in requirements models,1,IEEE Conferences,PublishedIn
1365,Lightweight validation of natural language requirements: a case study,1,IEEE Conferences,PublishedIn
1366,What do you mean I've been practicing without a license? Certification & licensing of requirements engineering professionals,1,IEEE Conferences,PublishedIn
1367,What do you mean I'm practicing without a license? certification and licensing of requirements engineering professionals,1,IEEE Conferences,PublishedIn
1368,Certitude and rectitude,1,IEEE Conferences,PublishedIn
1369,Two positions on licensing,1,IEEE Conferences,PublishedIn
1370,Mapping requirements to reusable components using Design Spaces,1,IEEE Conferences,PublishedIn
1371,Establishing reuse measurement practices in SAP requirements engineering,1,IEEE Conferences,PublishedIn
1372,An assessment of the relative efficiency of a facilitator-driven requirements collection process with respect to the conventional interview method,1,IEEE Conferences,PublishedIn
1373,A reference model for requirements and specifications - extended abstract,1,IEEE Conferences,PublishedIn
1374,Requirements validation of a voice communication system used in air traffic control. An industrial application of light-weight formal methods,1,IEEE Conferences,PublishedIn
1375,The effects of communication media on group performance in requirements engineering,1,IEEE Conferences,PublishedIn
1376,Requirements engineering: what have we accomplished? where are we now? where are we going?,1,IEEE Conferences,PublishedIn
1377,Proceedings of IEEE International Symposium on Requirements Engineering: RE '98,1,IEEE Conferences,PublishedIn
