Institute_Name,IID
"Tokyo Institute of Technology, Japan; Tokyo Institute of Technology, Japan; Tokyo Institute of Technology, Japan; Tokyo Institute of Technology, Japan; Shinshu University and GRACE/NII, Japan; Tokyo Institute of Technology, Japan",881
"Computing and Network Research Cen, University of Salvador, Brazil; Sof Tware Engineering (IESE), Fraunhofer Institute of Experimental Software Engineering (IESE), Germany; Sof Tware Engineering (IESE), Fraunhofer Institute of Experimental Software Engineering (IESE), Germany",882
"Department of Sof Tware Systems, Ilmenau Technical University, Germany; Department of Computer Science, Pace University, NY, USA; Department of Sof Tware Systems, Ilmenau Technical University, Germany",883
"Public Research Center Henri Tudor, Luxembourg; Public Research Center Henri Tudor, Luxembourg",884
"Department of Computer Science, North Carolina State University, USA; Department of Computer Science, North Carolina State University, USA; Cisco Systems, Inc., San Jose, California, USA; Cisco Systems, Inc., San Jose, California, USA",885
"Department of Computer Science, University of Victoria, Victoria, BC, Canada; Department of Computer Science, University of Victoria, Victoria, BC, Canada; Department of Computer Science, University of Victoria, Victoria, BC, Canada; Department of Computer Science, University of Victoria, Victoria, BC, Canada",886
"Manchester Business School, University of Manchester, Institute of Science and Technology, Manchester, UK; Manchester Business School, University of Manchester, Institute of Science and Technology, Manchester, UK",887
"VUA Amsterdam, Amsterdam, HV, The Netherlands; VUA Amsterdam, Amsterdam, HV, The Netherlands; University of Twente, Enschede, AE, The Netherlands",888
"PReCISE University of Namur, Belgium; Department of Computer Science, University of Toronto, Canada; PReCISE University of Namur, Belgium",889
"Federal University of Juiz de Fora, Juiz de Fora, Brazil; Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; Federal University of Rio de Janeiro, Rio de Janeiro, Brazil",890
"School of Computer and Communication Sciences, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; State University of New York, Binghamton and Savile Row Limited Liability Company, USA; School of Computer and Communication Sciences, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland",891
"Department of Computer Science, Pace University, NY, USA; Department of Computer Science, Pace University, NY, USA",892
"Department of Informatics, University of California, Irvine, USA; Department of Informatics, University of California, Irvine, USA; Department of Informatics, University of California, Irvine, USA",893
"University College London, London, UK; King''s College, London, UK; Brunel University Uxbridge, Middlesex, UK; Chinasoft Int. Corporation, Beijing, China; King''s College, London, UK",894
"Faculty of Mathematics and Computer Science Sof Tware Engineering Group, University of Heidelberg, Heidelberg, Germany; Department of Computer Science, University of Twente, Enschede, Netherlands",895
"Department of Computer Science, North Carolina State University, USA; Department of Computer Science, North Carolina State University, USA; ABB, Inc.",896
"Centre for HCI Design, City University of London, London, UK; Centre for HCI Design, City University of London, London, UK",897
"Department of Computer Science, University of Toronto, Toronto, ONT, Canada; Department of Computer Science, University of Toronto, Toronto, ONT, Canada",898
"Systems and Requirements Engineering Center, De Paul University, USA; Systems and Requirements Engineering Center, De Paul University, USA; Systems and Requirements Engineering Center, De Paul University, USA; Center for Web Intelligence, De Paul University, USA",899
"Department of Systems and Computer Engineering, Carleton University, Canada; School of Computing and Technology, University of East London, UK",900
"Lancaster University, Lancaster, UK; Lancaster University, Lancaster, UK; Lancaster University, Lancaster, UK",901
"Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, USA; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, USA",902
"Sof Tware Systems Engineering Institute for Computer Science & Business Information Systems, University of Duisburg-Essen, Essen, Germany; Sof Tware Systems Engineering Institute for Computer Science & Business Information Systems, University of Duisburg-Essen, Essen, Germany",903
"Siemens Corporate Research, Inc., USA; Siemens Corporate Research, Inc., USA",904
"Seilevel, Inc.; Seilevel, Inc.",905
"Military Transport Aircraft Division, EADS-CASA, Getafe, Spain",906
"Rolls-Royce Public Limited Company, Derby, UK; Rolls-Royce Public Limited Company, Derby, UK; Rolls-Royce Public Limited Company, Derby, UK; Centre for HCI Design, City University of London, London, UK; Centre for HCI Design, City University of London, London, UK",907
"The Graduate School of Systems Management, University of Tsukuba, Tokyo, Japan; Quality Assurance Department, Yaskawa Information Systems Corporation, Kawasaki, Kanagawa, Japan; Graduate School of Computer Science and Systems Engineering, Kyushu Institute of Technology, Fukuoka, Japan; Graduate School of Computer Science and Systems Engineering, Kyushu Institute of Technology, Fukuoka, Japan; Graduate School of Computer Science and Systems Engineering, Kyushu Institute of Technology, Fukuoka, Japan",908
"Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK; Fortent Limited, UK",909
"NXP Semicond. India Pvt Ltd., Bangalore; NXP Semiconductors India Pvt Ltd, France",910
"Scenario Plus Limited, UK",911
"Sof Tware Business and Engineering Institute, Helsinki University of Technology, Finland; Sof Tware Business and Engineering Institute, Helsinki University of Technology, Finland; Sof Tware Business and Engineering Institute, Helsinki University of Technology, Finland; Department of Information Systems, College of Business, University of Colorado, Colorado Springs, USA",912
"Jet Propulsion Laboratory, California Institute of Technology, USA; Jet Propulsion Laboratory, California Institute of Technology, USA; Jet Propulsion Laboratory, California Institute of Technology, USA; NASA Ames Research Center, USA",913
"Manchester Business School, University of Manchester, Manchester, UK; Manchester Business School, University of Manchester, Manchester, UK; The University of Manchester, Manchester, Manchester, GB; National Centre for Text Mining, University of Manchester, UK; National Centre for e-Social Science, University of Manchester, UK; Manchester Business School, University of Manchester, Manchester, UK; Northwest Institute for Bio-Health Informatics (NIHBI)",914
"STG, IBM; S and D, IBM; STG, IBM; STG, IBM",915
"Centre for HCI Design, City University, London, UK; Centre for HCI Design, City University, London, UK; Centre for HCI Design, City University, London, UK; Know-Center, Graz, Austria",916
"University of Technology, Sydney, Australia; De Paul University, USA",917
"Vector Consulting Services, Germany; University of Colorado, USA",918
"Institute of Computer Technology, University of Technology, Vienna, Vienna, Austria; Human-Centered Software Engineering Lab, University of Madeira, Constantine & Lockwood, limited, USA; Department of Informatics Systems and Computation, Universitad Politécnica de Valencia, Spain; Systems Engineering in Manchester Business School, University of Manchester, Institute of Science and Technology, UK; Faculty of Information Technology, University of Technology, (UTS), Australia",919
"Dipartimento di Elettronica e Informa, Zioni Politecnico di Milano, Milano, Italy; Centre for HCI Design, City University of London, London, UK; Computing Department, Lancaster University, Lancaster, UK",920
"Computing Department, Infolab21, Lancaster University, Lancaster, UK",921
"Department of Computer Science, University of Twente, Netherlands; School of Management and Governance, University of Twente, Netherlands",922
"Lucentia Research Group, University of Alicante, Spain; Lucentia Research Group, University of Alicante, Spain; Lucentia Research Group, University of Alicante, Spain; Lucentia Research Group, University of Alicante, Spain",923
"Department of Computer Science, University of Toronto, Canada; Department of Computer Science, University of Toronto, Canada; Department of Computing, Open University, UK; Elec. Comp. Engineering, Iowa State University, USA",924
"University of Duisburg-Essen, Germany; University of Duisburg-Essen, Germany; University of Duisburg-Essen, Germany",925
"HITeC e. V. c o University of Hamburg, Germany; Warsaw University of Technology, Poland; University of Koblenz and Landau, Germany; University of Technology, Vienna, Austria",926
"Fraunhofer Institute for Experimental Software Engineering, UK; University of Technology, Vienna, Austria",927
"Department of Sof Tware Systems, Ilmenau Technical University, Germany; Department of Computer Science, Pace University, NY, USA; Department of Sof Tware Systems, Ilmenau Technical University, Germany; Department of Sof Tware Systems, Ilmenau Technical University, Germany",928
"Fakultät für Informatik, Technische Universität München, Garching, Germany",929
"Department of Computing, Open University Walton Hall, Milton Keynes, UK; Department of Computing, Open University Walton Hall, Milton Keynes, UK; Department of Computing, Open University Walton Hall, Milton Keynes, UK",930
"Department of Computer Science, North Carolina State University, USA; School of Law, Duke University, USA; Department of Computer Science, North Carolina State University",931
"Department of Computer Science, Ritsumeikan University, Japan; Department of Computer Science, Ritsumeikan University, Japan",932
